momento_hecho,edad,sexo,clase_victima,vehiculo_victima,tipo_via,tipo_incidente,clima,fatal
Diurno,26,Femenino,Pasajero,Automovil,Ruta provincial,Colision vehiculo/Objeto-Vuelco,Bueno,1
Nocturno,21,Masculino,Conductor,Automovil,Ruta nacional,Colision vehiculo/Objeto-Vuelco,Otro,1
Diurno,8,Masculino,Peaton,Peaton,Ruta nacional,Colision vehiculo/Persona,Bueno,1
Nocturno,39,Masculino,Conductor,Motocicleta,Ruta provincial,Colision vehiculo/Vehiculo,Bueno,1
Nocturno,26,Masculino,Conductor,Motocicleta,Ruta provincial,Colision vehiculo/Vehiculo,Bueno,1
Nocturno,47,Masculino,Conductor,Camion,Ruta nacional,Colision vehiculo/Objeto-Vuelco,Bueno,1
Diurno,28,Masculino,Conductor,Motocicleta,Calle,Colision vehiculo/Objeto-Vuelco,Nublado,1
Diurno,29,Masculino,Conductor,Camioneta,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,1
Nocturno,33,Masculino,Pasajero,Automovil,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,1
Diurno,36,Masculino,Conductor,Camioneta,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,1
Nocturno,25,Masculino,Conductor,Camion,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,1
Diurno,27,Masculino,Conductor,Colectivo,Calle,Colision vehiculo/Vehiculo,Otro,1
Nocturno,75,Masculino,Conductor,Automovil,Ruta provincial,Colision vehiculo/Vehiculo,Lluvia,1
Diurno,82,Femenino,Peaton,Peaton,Calle,Colision vehiculo/Persona,Bueno,1
Nocturno,25,Masculino,Conductor,Motocicleta,Ruta provincial,Colision vehiculo/Vehiculo,Bueno,1
Diurno,45,Masculino,Pasajero,Camioneta,Ruta provincial,Colision vehiculo/Vehiculo,Bueno,1
Nocturno,27,Masculino,Conductor,Motocicleta,Calle,Colision vehiculo/Vehiculo,Bueno,1
Nocturno,62,Masculino,Conductor,Automovil,Ruta nacional,Colision vehiculo/Objeto-Vuelco,Bueno,1
Nocturno,16,Masculino,Pasajero,Motocicleta,Calle,Colision vehiculo/Objeto-Vuelco,Bueno,1
Diurno,56,Masculino,Conductor,Bicicleta,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,1
Diurno,66,Femenino,Peaton,Peaton,Ruta provincial,Colision vehiculo/Persona,Bueno,1
Diurno,41,Masculino,Conductor,Camion,Ruta nacional,Colision vehiculo/Objeto-Vuelco,Bueno,1
Nocturno,27,Masculino,Conductor,Motocicleta,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,1
Nocturno,72,Femenino,Pasajero,Automovil,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,1
Diurno,62,Masculino,Conductor,Automovil,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,1
Nocturno,54,Femenino,Peaton,Peaton,Calle,Colision vehiculo/Persona,Otro,1
Nocturno,21,Masculino,Pasajero,Automovil,Ruta provincial,Colision vehiculo/Vehiculo,Bueno,1
Nocturno,69,Masculino,Conductor,Camioneta,Ruta provincial,Colision vehiculo/Vehiculo,Bueno,1
Nocturno,19,Masculino,Conductor,Motocicleta,Calle,Colision vehiculo/Vehiculo,Nublado,1
Diurno,76,Femenino,Pasajero,Automovil,Ruta nacional,Colision vehiculo/Objeto-Vuelco,Bueno,1
Nocturno,67,Masculino,Conductor,Automovil,Ruta provincial,Colision vehiculo/Objeto-Vuelco,Bueno,1
Nocturno,33,Masculino,Conductor,Motocicleta,Calle,Colision vehiculo/Vehiculo,Bueno,1
Nocturno,52,Masculino,Conductor,Automovil,Ruta provincial,Colision vehiculo/Vehiculo,Bueno,1
Nocturno,49,Masculino,Conductor,Camioneta,Ruta provincial,Colision vehiculo/Vehiculo,Bueno,1
Diurno,33,Masculino,Conductor,Automovil,Ruta provincial,Colision vehiculo/Vehiculo,Bueno,1
Nocturno,31,Masculino,Conductor,Motocicleta,Autopista nacional,Colision vehiculo/Vehiculo,Bueno,1
Nocturno,57,Masculino,Conductor,Automovil,Ruta nacional,Colision vehiculo/Objeto-Vuelco,Bueno,1
Diurno,6,Masculino,Pasajero,Automovil,Ruta provincial,Colision vehiculo/Vehiculo,Llovizna,1
Diurno,2,Femenino,Pasajero,Automovil,Ruta provincial,Colision vehiculo/Vehiculo,Llovizna,1
Diurno,60,Femenino,Pasajero,Automovil,Ruta provincial,Colision vehiculo/Vehiculo,Llovizna,1
Diurno,37,Femenino,Conductor,Automovil,Ruta provincial,Colision vehiculo/Vehiculo,Llovizna,1
Nocturno,23,Masculino,Conductor,Motocicleta,Calle,Colision vehiculo/Vehiculo,Bueno,1
Diurno,51,Masculino,Pasajero,Automovil,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,1
Diurno,51,Masculino,Conductor,Automovil,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,1
Diurno,20,Masculino,Pasajero,Automovil,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,1
Nocturno,32,Masculino,Pasajero,Camioneta,Ruta provincial,Colision vehiculo/Objeto-Vuelco,Bueno,1
Nocturno,30,Masculino,Conductor,Motocicleta,Calle,Colision vehiculo/Vehiculo,Bueno,1
Diurno,30,Masculino,Conductor,Motocicleta,Calle,Colision vehiculo/Vehiculo,Bueno,1
Nocturno,17,Masculino,Peaton,Peaton,Calle,Colision vehiculo/Persona,Bueno,1
Diurno,20,Masculino,Conductor,Motocicleta,Calle,Colision vehiculo/Vehiculo,Bueno,1
Nocturno,21,Femenino,Pasajero,Motocicleta,Calle,Colision vehiculo/Vehiculo,Bueno,1
Nocturno,57,Femenino,Conductor,Bicicleta,Calle,Colision vehiculo/Vehiculo,Bueno,1
Diurno,1,Femenino,Pasajero,Automovil,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,1
Nocturno,30,Masculino,Pasajero,Automovil,Ruta provincial,Colision vehiculo/Vehiculo,Bueno,1
Nocturno,33,Masculino,Conductor,Motocicleta,Calle,Colision vehiculo/Vehiculo,Bueno,1
Nocturno,35,Masculino,Conductor,Motocicleta,Calle,Colision vehiculo/Vehiculo,Bueno,1
Nocturno,71,Masculino,Peaton,Peaton,Ruta provincial,Colision vehiculo/Persona,Lluvia,1
Diurno,36,Femenino,Conductor,Automovil,Ruta provincial,Colision vehiculo/Vehiculo,Lluvia,1
Diurno,53,Femenino,Pasajero,Automovil,Ruta provincial,Colision vehiculo/Vehiculo,Lluvia,1
Diurno,62,Femenino,Pasajero,Camioneta,Ruta nacional,Colision vehiculo/Vehiculo,Lluvia,1
Diurno,47,Masculino,Conductor,Motocicleta,Autopista nacional,Colision vehiculo/Persona,Bueno,1
Nocturno,39,Masculino,Conductor,Camion,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,1
Nocturno,41,Masculino,Conductor,Motocicleta,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,1
Nocturno,39,Femenino,Pasajero,Motocicleta,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,1
Diurno,44,Masculino,Conductor,Camion,Calle,Colision vehiculo/Vehiculo,Bueno,1
Nocturno,29,Masculino,Conductor,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,1
Nocturno,19,Masculino,Conductor,Motocicleta,Calle,Colision vehiculo/Vehiculo,Bueno,1
Diurno,59,Masculino,Conductor,Motocicleta,Ruta provincial,Colision vehiculo/Objeto-Vuelco,Bueno,1
Nocturno,68,Femenino,Pasajero,Vehiculo,Ruta provincial,Colision vehiculo/Vehiculo,Lluvia,1
Nocturno,63,Femenino,Pasajero,Vehiculo,Ruta nacional,Colision vehiculo/Objeto-Vuelco,Bueno,1
Nocturno,27,Masculino,Conductor,Motocicleta,Calle,Colision vehiculo/Vehiculo,Bueno,1
Nocturno,27,Masculino,Conductor,Bicicleta,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,1
Diurno,32,Masculino,Conductor,Bicicleta,Ruta provincial,Colision vehiculo/Vehiculo,Bueno,1
Diurno,30,Masculino,Conductor,Vehiculo,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,1
Diurno,19,Femenino,Pasajero,Motocicleta,Calle,Colision vehiculo/Vehiculo,Bueno,1
Nocturno,28,Masculino,Peaton,Peaton,Ruta nacional,Colision vehiculo/Persona,Bueno,1
Diurno,59,Masculino,Peaton,Peaton,Calle,Colision vehiculo/Persona,Bueno,1
Nocturno,16,Masculino,Conductor,Motocicleta,Calle,Colision vehiculo/Vehiculo,Bueno,1
Nocturno,30,Masculino,Peaton,Peaton,Ruta provincial,Colision vehiculo/Persona,Bueno,1
Diurno,47,Femenino,Conductor,Automovil,Ruta nacional,Colision vehiculo/Objeto-Vuelco,Bueno,1
Nocturno,24,Masculino,Pasajero,Automovil,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,1
Nocturno,69,Masculino,Conductor,Camion,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,1
Nocturno,33,Masculino,Peaton,Peaton,Calle,Colision vehiculo/Persona,Bueno,1
Diurno,45,Masculino,Conductor,Motocicleta,Ruta nacional,Colision vehiculo/Objeto-Vuelco,Lluvia,1
Diurno,35,Femenino,Pasajero,Automovil,Ruta nacional,Colision vehiculo/Objeto-Vuelco,Bueno,1
Diurno,51,Masculino,Conductor,Camion,Ruta nacional,Colision vehiculo/Objeto-Vuelco,Bueno,1
Nocturno,18,Masculino,Conductor,Motocicleta,Calle,Colision vehiculo/Vehiculo,Nublado,1
Nocturno,63,Masculino,Pasajero,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,1
Diurno,49,Masculino,Conductor,Automovil,Ruta nacional,Colision vehiculo/Objeto-Vuelco,Lluvia,1
Diurno,19,Masculino,Peaton,Peaton,Autopista nacional,Colision vehiculo/Persona,Bueno,1
Diurno,66,Masculino,Conductor,Automovil,Ruta nacional,Colision vehiculo/Objeto-Vuelco,Bueno,1
Nocturno,52,Masculino,Conductor,Motocicleta,Ruta provincial,Colision vehiculo/Vehiculo,Bueno,1
Nocturno,1,Femenino,Pasajero,Automovil,Ruta provincial,Colision vehiculo/Objeto-Vuelco,Bueno,1
Nocturno,18,Masculino,Conductor,Motocicleta,Ruta provincial,Colision vehiculo/Vehiculo,Bueno,1
Nocturno,26,Femenino,Peaton,Peaton,Ruta provincial,Colision vehiculo/Persona,Bueno,1
Nocturno,42,Masculino,Conductor,Motocicleta,Autopista nacional,Colision vehiculo/Vehiculo,Bueno,1
Nocturno,21,Masculino,Peaton,Peaton,Calle,Colision vehiculo/Persona,Bueno,1
Diurno,79,Masculino,Conductor,Automovil,Ruta provincial,Colision vehiculo/Objeto-Vuelco,Lluvia,1
Nocturno,18,Masculino,Conductor,Motocicleta,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,1
Nocturno,35,Masculino,Peaton,Peaton,Autopista nacional,Colision vehiculo/Persona,Bueno,1
Diurno,26,Masculino,Conductor,Automovil,Ruta provincial,Colision vehiculo/Objeto-Vuelco,Bueno,1
Nocturno,24,Masculino,Pasajero,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,1
Diurno,33,Masculino,Conductor,Motocicleta,Calle,Colision vehiculo/Vehiculo,Bueno,1
Nocturno,39,Masculino,Conductor,Motocicleta,Calle,Colision vehiculo/Vehiculo,Bueno,1
Nocturno,17,Masculino,Conductor,Motocicleta,Ruta provincial,Colision vehiculo/Vehiculo,Bueno,1
Nocturno,45,Masculino,Conductor,Automovil,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,1
Nocturno,42,Masculino,Conductor,Motocicleta,Ruta nacional,Colision vehiculo/Objeto-Vuelco,Nublado,1
Nocturno,28,Masculino,Pasajero,Motocicleta,Ruta nacional,Colision vehiculo/Objeto-Vuelco,Nublado,1
Diurno,24,Masculino,Conductor,Motocicleta,Calle,Colision vehiculo/Vehiculo,Bueno,1
Diurno,28,Masculino,Conductor,Automovil,Ruta provincial,Colision vehiculo/Vehiculo,Lluvia,1
Diurno,70,Masculino,Pasajero,Automovil,Ruta nacional,Colision vehiculo/Objeto-Vuelco,Bueno,1
Diurno,56,Masculino,Conductor,Automovil,Ruta provincial,Colision vehiculo/Vehiculo,Lluvia,1
Nocturno,18,Masculino,Pasajero,Automovil,Ruta provincial,Colision vehiculo/Vehiculo,Bueno,1
Diurno,94,Femenino,Pasajero,Automovil,Ruta provincial,Colision vehiculo/Objeto-Vuelco,Bueno,1
Nocturno,27,Masculino,Conductor,Motocicleta,Calle,Colision vehiculo/Vehiculo,Bueno,1
Nocturno,43,Masculino,Conductor,Camioneta,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,1
Diurno,30,Masculino,Conductor,Automovil,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,1
Diurno,21,Femenino,Conductor,Motocicleta,Calle,Colision vehiculo/Vehiculo,Bueno,1
Diurno,11,Masculino,Pasajero,Camioneta,Autopista provincial,Colision vehiculo/Vehiculo,Bueno,1
Nocturno,24,Masculino,Conductor,Automovil,Ruta provincial,Colision vehiculo/Objeto-Vuelco,Bueno,1
Diurno,88,Masculino,Peaton,Peaton,Calle,Colision vehiculo/Persona,Bueno,1
Nocturno,64,Masculino,Peaton,Peaton,Calle,Colision vehiculo/Persona,Bueno,1
Diurno,47,Masculino,Pasajero,Camioneta,Ruta provincial,Colision vehiculo/Vehiculo,Bueno,1
Diurno,50,Masculino,Conductor,Camioneta,Ruta provincial,Colision vehiculo/Vehiculo,Bueno,1
Diurno,27,Masculino,Conductor,Motocicleta,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,1
Diurno,34,Masculino,Pasajero,Camion,Ruta nacional,Colision vehiculo/Vehiculo,Otro,1
Nocturno,54,Masculino,Conductor,Automovil,Ruta provincial,Colision vehiculo/Vehiculo,Lluvia,1
Diurno,62,Masculino,Conductor,Automovil,Ruta provincial,Colision vehiculo/Vehiculo,Bueno,1
Nocturno,41,Masculino,Pasajero,Camion,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,1
Diurno,26,Femenino,Peaton,Peaton,Calle,Colision vehiculo/Persona,Bueno,1
Nocturno,57,Masculino,Conductor,Automovil,Ruta provincial,Colision vehiculo/Vehiculo,Bueno,1
Nocturno,41,Masculino,Conductor,Motocicleta,Calle,Colision vehiculo/Objeto-Vuelco,Bueno,1
Nocturno,47,Masculino,Conductor,Automovil,Ruta provincial,Colision vehiculo/Vehiculo,Lluvia,1
Diurno,24,Femenino,Conductor,Motocicleta,Ruta provincial,Colision vehiculo/Vehiculo,Bueno,1
Diurno,65,Masculino,Peaton,Peaton,Calle,Colision vehiculo/Persona,Bueno,1
Nocturno,75,Masculino,Pasajero,Automovil,Ruta provincial,Colision vehiculo/Objeto-Vuelco,Bueno,1
Nocturno,53,Masculino,Conductor,Camion,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,1
Nocturno,70,Masculino,Conductor,Camion,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,1
Nocturno,60,Masculino,Conductor,Camioneta,Ruta nacional,Colision vehiculo/Objeto-Vuelco,Bueno,1
Nocturno,22,Masculino,Conductor,Motocicleta,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,1
Nocturno,21,Masculino,Conductor,Motocicleta,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,1
Nocturno,26,Masculino,Conductor,Motocicleta,Calle,Colision vehiculo/Vehiculo,Bueno,1
Diurno,20,Masculino,Pasajero,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,1
Diurno,12,Masculino,Conductor,Bicicleta,Ruta provincial,Colision vehiculo/Vehiculo,Bueno,1
Diurno,45,Masculino,Conductor,Automovil,Ruta nacional,Colision vehiculo/Objeto-Vuelco,Bueno,1
Diurno,30,Femenino,Conductor,Automovil,Ruta nacional,Colision vehiculo/Objeto-Vuelco,Bueno,1
Diurno,78,Femenino,Conductor,Bicicleta,Calle,Colision vehiculo/Vehiculo,Bueno,1
Nocturno,56,Masculino,Peaton,Peaton,Ruta provincial,Colision vehiculo/Persona,Bueno,1
Nocturno,22,Masculino,Conductor,Motocicleta,Calle,Colision vehiculo/Vehiculo,Bueno,1
Nocturno,52,Masculino,Conductor,Automovil,Ruta provincial,Colision vehiculo/Objeto-Vuelco,Bueno,1
Nocturno,62,Masculino,Conductor,Automovil,Autopista nacional,Colision vehiculo/Vehiculo,Lluvia,0
Diurno,39,Femenino,Conductor,Automovil,Calle,Colision vehiculo/Vehiculo,Lluvia,0
Diurno,66,Masculino,Peaton,Automovil,Ruta nacional,Colision vehiculo/Persona,Bueno,0
Nocturno,39,Masculino,Peaton,Camioneta,Ruta nacional,Colision vehiculo/Persona,Bueno,0
Diurno,29,Masculino,Conductor,Automovil,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,26,Masculino,Conductor,Bicicleta,Calle,Colision vehiculo/Vehiculo,Bueno,0
Nocturno,11,Femenino,Peaton,Automovil,Ruta provincial,Colision vehiculo/Persona,Bueno,0
Diurno,61,Masculino,Conductor,Automovil,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Nocturno,30,Femenino,Conductor,Automovil,Ruta provincial,Colision vehiculo/Vehiculo,Bueno,0
Diurno,59,Masculino,Conductor,Bicicleta,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,3,Masculino,Pasajero,Automovil,Autopista provincial,Colision vehiculo/Vehiculo,Bueno,0
Diurno,23,Femenino,Pasajero,Colectivo,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Nocturno,26,Masculino,Conductor,Automovil,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Nocturno,30,Masculino,Conductor,Automovil,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Nocturno,22,Femenino,Conductor,Automovil,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,13,Femenino,Peaton,Automovil,Ruta nacional,Colision vehiculo/Persona,Bueno,0
Diurno,66,Masculino,Conductor,Automovil,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,33,Masculino,Conductor,Automovil,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,46,Masculino,Conductor,Automovil,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,30,Femenino,Pasajero,Automovil,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,41,Femenino,Peaton,Automovil,Ruta provincial,Colision vehiculo/Persona,Bueno,0
Diurno,49,Masculino,Conductor,Automovil,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,40,Femenino,Pasajero,Automovil,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,56,Masculino,Conductor,Camioneta,Ruta nacional,Colision vehiculo/Vehiculo,Ventoso,0
Nocturno,41,Femenino,Conductor,Automovil,Ruta nacional,Colision vehiculo/Vehiculo,Lluvia,0
Nocturno,58,Masculino,Conductor,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
Nocturno,78,Masculino,Pasajero,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
Nocturno,49,Masculino,Pasajero,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
Nocturno,35,Masculino,Conductor,Automovil,Calle,Colision vehiculo/Vehiculo,Ventoso,0
Nocturno,35,Femenino,Conductor,Automovil,Ruta nacional,Colision vehiculo/Objeto-Vuelco,Bueno,0
Nocturno,53,Masculino,Conductor,Automovil,Ruta nacional,Colision vehiculo/Objeto-Vuelco,Bueno,0
Nocturno,19,Femenino,Pasajero,Automovil,Autopista provincial,Colision vehiculo/Vehiculo,Bueno,0
Diurno,29,Masculino,Conductor,Automovil,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,18,Femenino,Conductor,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,18,Masculino,Pasajero,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,49,Masculino,Conductor,Automovil,Calle,Colision vehiculo/Objeto-Vuelco,Bueno,0
Diurno,64,Masculino,Peaton,Automovil,Calle,Colision vehiculo/Persona,Bueno,0
Diurno,11,Masculino,Peaton,Automovil,Ruta nacional,Colision vehiculo/Persona,Bueno,0
Nocturno,19,Femenino,Conductor,Automovil,Ruta provincial,Colision vehiculo/Vehiculo,Bueno,0
Diurno,51,Masculino,Conductor,Automovil,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,10,Femenino,Pasajero,Automovil,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,33,Femenino,Conductor,Automovil,Ruta nacional,Colision vehiculo/Objeto-Vuelco,Bueno,0
Diurno,15,Masculino,Peaton,Colectivo,Ruta provincial,Colision vehiculo/Persona,Bueno,0
Diurno,15,Masculino,Peaton,Colectivo,Ruta provincial,Colision vehiculo/Persona,Bueno,0
Diurno,52,Masculino,Peaton,Colectivo,Calle,Colision vehiculo/Persona,Bueno,0
Diurno,26,Femenino,Pasajero,Colectivo,Calle,Colision vehiculo/Objeto-Vuelco,Bueno,0
Nocturno,18,Masculino,Conductor,Bicicleta,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Nocturno,56,Masculino,Peaton,Automovil,Ruta nacional,Colision vehiculo/Persona,Bueno,0
Nocturno,50,Masculino,Conductor,Motocicleta,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,58,Masculino,Conductor,Bicicleta,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,44,Masculino,Conductor,Automovil,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,42,Masculino,Conductor,Camioneta,Autopista provincial,Colision vehiculo/Vehiculo,Bueno,0
Nocturno,35,Femenino,Conductor,Automovil,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,54,Femenino,Pasajero,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,43,Masculino,Conductor,Bicicleta,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,44,Femenino,Pasajero,Colectivo,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,51,Femenino,Pasajero,Colectivo,Calle,Colision vehiculo/Vehiculo,Bueno,0
Nocturno,39,Femenino,Conductor,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
Nocturno,39,Masculino,Conductor,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
Nocturno,31,Femenino,Pasajero,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
Nocturno,35,Masculino,Conductor,Automovil,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Nocturno,21,Femenino,Conductor,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
Nocturno,20,Masculino,Conductor,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
Nocturno,12,Masculino,Pasajero,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
Nocturno,27,Masculino,Pasajero,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,21,Masculino,Conductor,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,22,Masculino,Pasajero,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
Nocturno,25,Masculino,Conductor,Automovil,Autopista provincial,Colision vehiculo/Objeto-Vuelco,Bueno,0
Nocturno,22,Masculino,Peaton,Colectivo,Ruta nacional,Colision vehiculo/Persona,Bueno,0
Diurno,44,Femenino,Conductor,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
Nocturno,21,Masculino,Conductor,Automovil,Calle,Colision vehiculo/Vehiculo,Lluvia,0
Nocturno,19,Masculino,Pasajero,Automovil,Calle,Colision vehiculo/Vehiculo,Lluvia,0
Nocturno,21,Masculino,Pasajero,Automovil,Calle,Colision vehiculo/Vehiculo,Lluvia,0
Nocturno,45,Masculino,Conductor,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,39,Masculino,Conductor,Motocicleta,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Nocturno,26,Femenino,Pasajero,Automovil,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,12,Femenino,Peaton,Automovil,Calle,Colision vehiculo/Persona,Bueno,0
Nocturno,28,Masculino,Conductor,Automovil,Ruta nacional,Colision vehiculo/Objeto-Vuelco,Bueno,0
Nocturno,35,Masculino,Pasajero,Automovil,Ruta nacional,Colision vehiculo/Objeto-Vuelco,Bueno,0
Nocturno,30,Masculino,Conductor,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,11,Femenino,Peaton,Automovil,Ruta nacional,Colision vehiculo/Persona,Bueno,0
Diurno,53,Masculino,Conductor,Automovil,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Nocturno,19,Masculino,Conductor,Automovil,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Nocturno,43,Femenino,Conductor,Automovil,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Nocturno,19,Masculino,Pasajero,Automovil,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Nocturno,13,Femenino,Pasajero,Automovil,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Nocturno,41,Femenino,Conductor,Automovil,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Nocturno,20,Masculino,Peaton,Automovil,Calle,Colision vehiculo/Persona,Bueno,0
Nocturno,22,Masculino,Conductor,Motocicleta,Ruta nacional,Colision vehiculo/Objeto-Vuelco,Bueno,0
Nocturno,24,Masculino,Conductor,Automovil,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Nocturno,18,Masculino,Conductor,Automovil,Calle,Colision vehiculo/Objeto-Vuelco,Bueno,0
Nocturno,19,Masculino,Pasajero,Automovil,Calle,Colision vehiculo/Objeto-Vuelco,Bueno,0
Nocturno,18,Masculino,Pasajero,Automovil,Calle,Colision vehiculo/Objeto-Vuelco,Bueno,1
Nocturno,19,Masculino,Conductor,Bicicleta,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,39,Masculino,Conductor,Automovil,Ruta provincial,Colision vehiculo/Vehiculo,Bueno,0
Diurno,31,Femenino,Conductor,Automovil,Ruta provincial,Colision vehiculo/Vehiculo,Bueno,0
Diurno,28,Masculino,Conductor,Motocicleta,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Nocturno,17,Masculino,Conductor,Automovil,Calle,Colision vehiculo/Objeto-Vuelco,Lluvia,0
Diurno,11,Masculino,Peaton,Automovil,Calle,Colision vehiculo/Persona,Bueno,0
Nocturno,24,Masculino,Conductor,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
Nocturno,25,Masculino,Conductor,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
Nocturno,24,Masculino,Conductor,Motocicleta,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,35,Femenino,Conductor,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
